url,label_asli,prediksi,confidence,status
https://laneit.com/,BUKAN JUDI,TERINDIKASI JUDI ONLINE,50.26,SALAH
https://ecotint.mx/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,50.26,BENAR
https://bandardunia.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,78.51,BENAR
https://www.trampoline.getairsalem.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,87.17,BENAR
https://transfer-motorola-recovery.com/beli-komputer/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,94.0,BENAR
https://527bitcoin.info/br/gmail-bitcoin-50255/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,93.0,BENAR
https://asiawin823.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://kgcha.com.situs-pro.link/,JUDI ONLINE,TIDAK TERINDIKASI JUDI ONLINE,50.21,SALAH
https://www.pmtvib.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=25,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=391,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://qa.eeonline.org/index,JUDI ONLINE,TERINDIKASI JUDI ONLINE,75.53,BENAR
https://law.labschoolunnes.sch.id/,JUDI ONLINE,TIDAK TERINDIKASI JUDI ONLINE,58.67,SALAH
https://www.adspipe.com/sustainability,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,75.27,BENAR
https://esrgc.org/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,97.28,BENAR
https://www.nicomit.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,82.96,BENAR
https://eventpp.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,54.0,BENAR
https://ulartogele.cfd/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
http://www.soundsculpture.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.americanhelpdesk.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,98.73,BENAR
https://www.broncozone.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,75.62,BENAR
https://www.prophet-web.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,87.38,BENAR
https://nationalchampionships-road.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,95.0,BENAR
https://www.traer.net/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,77.47,BENAR
http://www.megaphoneco.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,95.47,BENAR
https://distilleryheritage.com/,JUDI ONLINE,TIDAK TERINDIKASI JUDI ONLINE,82.93,SALAH
https://www.hobartbrothers.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.turniton.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,98.75,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=83,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://serviceapartmentsvasantvihar.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,99.8,BENAR
https://spotbet88.org/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.stormcomputer.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://herbalexplorer.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,79.64,BENAR
http://host2.bakingworld.id/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,51.0,BENAR
https://agriasiadc.com.tw/wap/?id=s8toto,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.ygtc.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.5,BENAR
https://www.gtghydroponics.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.aditech.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://trustcanada-sa.net/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,94.62,BENAR
https://www.technicongres.ch/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.comoxvalleyschools.ca/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,74.8,BENAR
https://www.oki.com/us/printing/index.html,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,90.0,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=205,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.acabimport.com/,JUDI ONLINE,TIDAK TERINDIKASI JUDI ONLINE,75.62,SALAH
https://www.jolibatrust.org.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,97.5,BENAR
https://zouyawen.top/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,83.08,BENAR
https://www.bv-auctions.com/slot/?q=OLXTOTO%20BANDAR%20TOGEL%20TERPERCAYA,JUDI ONLINE,TERINDIKASI JUDI ONLINE,95.0,BENAR
https://clouday.es/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,50.26,BENAR
https://supertoto88.org/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://kilau4d.net/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,92.59,BENAR
https://www.getedtabletsonline.com.okebanget.xyz/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.pcpartners.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.0,BENAR
http://evolutionofstyle.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,60.08,BENAR
https://osototo-login.smayapis-manokwari.sch.id/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.pinnacleprotectors.online.adamsmillerlaw.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://mecanicasolutions.com/en/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,72.63,BENAR
https://www.normannstaffing.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.groundwatermodels.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,74.8,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=219,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.zenzero.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.alpha-technologies.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,97.5,BENAR
https://nerdytechs.com/,BUKAN JUDI,TERINDIKASI JUDI ONLINE,76.1,SALAH
https://bway.net/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.27,BENAR
https://www.gogogeek.ca/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,82.96,BENAR
https://www.pennylane.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,96.0,BENAR
https://www.biolegio.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,76.19,BENAR
https://www.babymonitorsdirect.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,57.5,BENAR
https://weldwell.co.nz/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.cornishhottubs.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,95.83,BENAR
https://www.abielectronics.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,95.83,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=177,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
http://universeonlinestore.in/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,59.28,BENAR
http://omofitness.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,82.56,BENAR
https://www.advent-inc.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,94.32,BENAR
https://beritajuang.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,78.51,BENAR
http://www.sharpedecisions.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://enterprisedt.com/,BUKAN JUDI,TERINDIKASI JUDI ONLINE,68.17,SALAH
https://salamjptogel.net/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
http://diabtronic.com.blackdiamondheavies.media/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,98.0,BENAR
https://siokambing1s.cfd/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,93.99,BENAR
https://next1221.online/shop-beli-laptop/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,95.0,BENAR
https://e-book.smpn5sby.sch.id/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,86.0,BENAR
https://hollywoodracks.com/,BUKAN JUDI,TERINDIKASI JUDI ONLINE,79.64,SALAH
https://www.kelastiktok.com.biji88.me/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,94.5,BENAR
https://www.dartcom.co.uk/home,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,95.0,BENAR
https://hadirtoto.xyz/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
http://www.albabiogroup.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,96.5,BENAR
http://beto4d.org/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,90.0,BENAR
http://www.pcmachelp.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.67,BENAR
https://www.scanace.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,82.96,BENAR
https://www.cybercity.nyc/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,76.57,BENAR
https://www.avantbuild.com.au/wp-active/?daftar=kargo-toto,JUDI ONLINE,TERINDIKASI JUDI ONLINE,99.0,BENAR
https://www.airit.co.uk/it-support-london/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,72.08,BENAR
https://www.silverspoonnyc.com.drwuthailand.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
http://www.quickscan.net/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.67,BENAR
https://hobodrifter.com/download/Breakthrough_Rapid_Reading.pdf,JUDI ONLINE,TERINDIKASI JUDI ONLINE,86.0,BENAR
https://www.foodcentrewales.org.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,83.55,BENAR
http://salisbury.net/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,71.1,BENAR
https://mail.protego.id/,JUDI ONLINE,TIDAK TERINDIKASI JUDI ONLINE,82.96,SALAH
https://dotfoil.com/,BUKAN JUDI,TERINDIKASI JUDI ONLINE,54.0,SALAH
https://monitech.com.au/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,82.96,BENAR
https://www.expowork.gr/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,82.96,BENAR
http://www.etwebsite.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.67,BENAR
https://milolockhart.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,68.17,BENAR
https://www.mikigaming.beauty/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,87.0,BENAR
https://turkitoto.ink/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://classyproduction.id/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,66.25,BENAR
https://www.aquadyne.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,76.19,BENAR
https://adour.in/,JUDI ONLINE,TIDAK TERINDIKASI JUDI ONLINE,99.27,SALAH
https://mbahsukro.shop/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,76.1,BENAR
http://pixiubet.org/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,98.5,BENAR
https://www.pluggerlift.com/product/patin-electrico-crown-40gpw-4-14/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,86.0,BENAR
https://www.barkweb.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.ittia.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,77.47,BENAR
https://www.daviscomms.com.sg/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,99.0,BENAR
https://qqcashe.cfd/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,54.0,BENAR
http://www.farmsinternational.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://jaguar77.net/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.digitalred.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,75.62,BENAR
https://floridalicenseplatesearch.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,99.8,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=194,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
http://www.aerosupport.aero/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,96.5,BENAR
http://www.aasdt.com/statistics/mlr.html,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,90.0,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=557,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://ortculture.org/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,76.1,BENAR
http://topwdhermes.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,94.3,BENAR
https://www.clarkecountyanimalhospital.com/meet-our-team,JUDI ONLINE,TERINDIKASI JUDI ONLINE,93.0,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=23,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
https://haushomeandgift.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,66.25,BENAR
https://www.tek-tips.com/threadminder.cfm?pid=935,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
http://satriatotoc.cfd/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://kromaton.com/en/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,78.95,BENAR
https://www.liveadmins.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,75.62,BENAR
https://ligareceh.bet/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,100.0,BENAR
https://www.lmsoft.com/en/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,92.25,BENAR
https://freehay.com.link-gawat138.com/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,91.5,BENAR
https://futures-alliance.com/video/?r4shub=wede388,JUDI ONLINE,TERINDIKASI JUDI ONLINE,91.0,BENAR
https://savemytumor.net/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,78.51,BENAR
https://www.awael-sy.com/MD/?web_id=S8TOTO,JUDI ONLINE,TERINDIKASI JUDI ONLINE,93.0,BENAR
https://www.colibrirealestate.com/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,74.8,BENAR
https://envitech.co.uk/,BUKAN JUDI,TIDAK TERINDIKASI JUDI ONLINE,100.0,BENAR
http://bri3d.net/,JUDI ONLINE,TERINDIKASI JUDI ONLINE,60.4,BENAR
